"SETTLEMENTDATE","REGIONID","RRP"
2026-09-01 09:05:00,QLD1,6.83000
2026-09-01 09:05:00,SA1,-100.09000
2026-09-01 09:05:00,TAS1,-6.57468
2026-09-01 09:05:00,VIC1,-6.55000
2026-09-01 09:10:00,NSW1,2.22025
2026-09-01 09:10:00,QLD1,2.09000
2026-09-01 09:10:00,SA1,-20.00000
2026-09-01 09:10:00,TAS1,0.01057
2026-09-01 09:10:00,VIC1,0.01000
2026-09-01 09:15:00,NSW1,15.14612
2026-09-01 09:15:00,QLD1,14.07000
2026-09-01 09:15:00,SA1,-100.09000
2026-09-01 09:15:00,TAS1,0.01057
2026-09-01 09:15:00,VIC1,0.01000
2026-09-01 09:20:00,NSW1,13.20014
2026-09-01 09:20:00,QLD1,12.81884
2026-09-01 09:20:00,SA1,-20.00000
2026-09-01 09:20:00,TAS1,-5.31860
2026-09-01 09:20:00,VIC1,-5.03000
2026-09-01 09:25:00,NSW1,0.01038
2026-09-01 09:25:00,QLD1,0.01000
2026-09-01 09:25:00,SA1,-69.67000
2026-09-01 09:25:00,TAS1,-6.36454
2026-09-01 09:25:00,VIC1,-5.99992
2026-09-01 09:30:00,NSW1,0.00003
2026-09-01 09:30:00,QLD1,0.00002
2026-09-01 09:30:00,SA1,-20.00000
2026-09-01 09:30:00,TAS1,-6.34476
2026-09-01 09:30:00,VIC1,-5.99992
2026-09-01 09:35:00,NSW1,2.07821
2026-09-01 09:35:00,QLD1,2.00000
2026-09-01 09:35:00,SA1,-20.00000
2026-09-01 09:35:00,TAS1,0.01061
2026-09-01 09:35:00,VIC1,0.01000
2026-09-01 09:40:00,NSW1,23.95000
2026-09-01 09:40:00,QLD1,22.85000
2026-09-01 09:40:00,SA1,-119.67000
2026-09-01 09:40:00,TAS1,0.12000
2026-09-01 09:40:00,VIC1,-6.55000
2026-09-01 09:45:00,NSW1,2.17976
2026-09-01 09:45:00,QLD1,2.08000
2026-09-01 09:45:00,SA1,-100.09000
2026-09-01 09:45:00,TAS1,-7.92000
2026-09-01 09:45:00,VIC1,-20.00000
2026-09-01 09:50:00,NSW1,-1.32235
2026-09-01 09:50:00,QLD1,-1.31000
2026-09-01 09:50:00,SA1,-20.00000
2026-09-01 09:50:00,TAS1,-6.32839
2026-09-01 09:50:00,VIC1,-5.99992
2026-09-01 09:55:00,NSW1,13.20014
2026-09-01 09:55:00,QLD1,12.64676
2026-09-01 09:55:00,SA1,-45.00000
2026-09-01 09:55:00,TAS1,0.12000
2026-09-01 09:55:00,VIC1,-5.09000
2026-09-01 10:00:00,NSW1,0.00002
2026-09-01 10:00:00,QLD1,0.00002
2026-09-01 10:00:00,SA1,-20.00000
2026-09-01 10:00:00,TAS1,0.12000
2026-09-01 10:00:00,VIC1,-6.55000
2026-09-01 10:05:00,NSW1,-3.07751
2026-09-01 10:05:00,QLD1,-3.00000
2026-09-01 10:05:00,SA1,-20.00000
2026-09-01 10:05:00,TAS1,15.12000
2026-09-01 10:05:00,VIC1,-20.00000
2026-09-01 10:10:00,NSW1,0.00000
2026-09-01 10:10:00,QLD1,0.00000
2026-09-01 10:10:00,SA1,-20.00000
2026-09-01 10:10:00,TAS1,15.12000
2026-09-01 10:10:00,VIC1,0.00000
2026-09-01 10:15:00,NSW1,-1.34718
2026-09-01 10:15:00,QLD1,-1.31000
2026-09-01 10:15:00,SA1,-20.00000
2026-09-01 10:15:00,TAS1,25.24000
2026-09-01 10:15:00,VIC1,-5.99992
2026-09-01 10:20:00,NSW1,-3.06582
2026-09-01 10:20:00,QLD1,-3.00000
2026-09-01 10:20:00,SA1,-20.00000
2026-09-01 10:20:00,TAS1,0.12000
2026-09-01 10:20:00,VIC1,-5.03000
2026-09-01 10:25:00,NSW1,-3.21926
2026-09-01 10:25:00,QLD1,-3.21000
2026-09-01 10:25:00,SA1,-20.00000
2026-09-01 10:25:00,TAS1,0.12000
2026-09-01 10:25:00,VIC1,-44.23000
2026-09-01 10:30:00,NSW1,-2.89855
2026-09-01 10:30:00,QLD1,-2.91000
2026-09-01 10:30:00,SA1,-20.00000
2026-09-01 10:30:00,TAS1,0.12000
2026-09-01 10:30:00,VIC1,-59.99994
2026-09-01 10:35:00,NSW1,-2.80993
2026-09-01 10:35:00,QLD1,-2.91000
2026-09-01 10:35:00,SA1,-20.00000
2026-09-01 10:35:00,TAS1,0.12000
2026-09-01 10:35:00,VIC1,-59.47000
2026-09-01 10:40:00,NSW1,-3.08230
2026-09-01 10:40:00,QLD1,-3.21000
2026-09-01 10:40:00,SA1,-18.88000
2026-09-01 10:40:00,TAS1,0.12000
2026-09-01 10:40:00,VIC1,-20.00000
2026-09-01 10:45:00,NSW1,-3.01286
2026-09-01 10:45:00,QLD1,-3.22000
2026-09-01 10:45:00,SA1,-16.97000
2026-09-01 10:45:00,TAS1,-15.01000
2026-09-01 10:45:00,VIC1,-48.64000
2026-09-01 10:50:00,NSW1,-3.85231
2026-09-01 10:50:00,QLD1,-4.09000
2026-09-01 10:50:00,SA1,-18.55000
2026-09-01 10:50:00,TAS1,-51.00241
2026-09-01 10:50:00,VIC1,-48.64000
2026-09-01 10:55:00,NSW1,-3.03067
2026-09-01 10:55:00,QLD1,-3.22000
2026-09-01 10:55:00,SA1,-19.51000
2026-09-01 10:55:00,TAS1,-20.97321
2026-09-01 10:55:00,VIC1,-20.00000
2026-09-01 11:00:00,NSW1,-2.95176
2026-09-01 11:00:00,QLD1,-3.22000
2026-09-01 11:00:00,SA1,-17.56000
2026-09-01 11:00:00,TAS1,-36.47770
2026-09-01 11:00:00,VIC1,-34.89000
2026-09-01 11:05:00,NSW1,-2.93367
2026-09-01 11:05:00,QLD1,-3.22000
2026-09-01 11:05:00,SA1,-19.51000
2026-09-01 11:05:00,TAS1,-20.82197
2026-09-01 11:05:00,VIC1,-20.00000
2026-09-01 11:10:00,NSW1,0.00000
2026-09-01 11:10:00,QLD1,0.00000
2026-09-01 11:10:00,SA1,-18.70837
2026-09-01 11:10:00,TAS1,-9.88000
2026-09-01 11:10:00,VIC1,-9.42308
2026-09-01 11:15:00,NSW1,0.00000
2026-09-01 11:15:00,QLD1,0.00000
2026-09-01 11:15:00,SA1,-16.97000
2026-09-01 11:15:00,TAS1,-21.03460
2026-09-01 11:15:00,VIC1,-20.00000
2026-09-01 11:20:00,NSW1,-2.77998
2026-09-01 11:20:00,QLD1,-3.00000
2026-09-01 11:20:00,SA1,-20.00000
2026-09-01 11:20:00,TAS1,-58.91000
2026-09-01 11:20:00,VIC1,-59.47000
2026-09-01 11:25:00,NSW1,-2.73989
2026-09-01 11:25:00,QLD1,-3.00000
2026-09-01 11:25:00,SA1,-20.00000
2026-09-01 11:25:00,TAS1,-9.96000
2026-09-01 11:25:00,VIC1,-9.52847
2026-09-01 11:30:00,NSW1,-18.51000
2026-09-01 11:30:00,QLD1,-5.94000
2026-09-01 11:30:00,SA1,-20.00000
2026-09-01 11:30:00,TAS1,-20.97198
2026-09-01 11:30:00,VIC1,-20.00000
2026-09-01 11:35:00,NSW1,-4.00000
2026-09-01 11:35:00,QLD1,-3.22000
2026-09-01 11:35:00,SA1,-20.00000
2026-09-01 11:35:00,TAS1,-21.17108
2026-09-01 11:35:00,VIC1,-20.00000
2026-09-01 11:40:00,NSW1,-2.00000
2026-09-01 11:40:00,QLD1,0.00000
2026-09-01 11:40:00,SA1,-20.00000
2026-09-01 11:40:00,TAS1,-58.91000
2026-09-01 11:40:00,VIC1,-60.00000
2026-09-01 11:45:00,NSW1,-2.61618
2026-09-01 11:45:00,QLD1,-3.00000
2026-09-01 11:45:00,SA1,-19.51000
2026-09-01 11:45:00,TAS1,-58.56176
2026-09-01 11:45:00,VIC1,-59.47000
2026-09-01 11:50:00,NSW1,-2.61462
2026-09-01 11:50:00,QLD1,-3.00000
2026-09-01 11:50:00,SA1,-20.00000
2026-09-01 11:50:00,TAS1,-15.01000
2026-09-01 11:50:00,VIC1,-34.89000
2026-09-01 11:55:00,NSW1,-2.00000
2026-09-01 11:55:00,QLD1,-1.31000
2026-09-01 11:55:00,SA1,-20.00000
2026-09-01 11:55:00,TAS1,-46.24343
2026-09-01 11:55:00,VIC1,-44.23000
2026-09-01 12:00:00,NSW1,-8.89000
2026-09-01 12:00:00,QLD1,0.00001
2026-09-01 12:00:00,SA1,-20.00000
2026-09-01 12:00:00,TAS1,-46.24621
2026-09-01 12:00:00,VIC1,-44.23000
2026-09-01 12:05:00,NSW1,-4.00000
2026-09-01 12:05:00,QLD1,-2.91000
2026-09-01 12:05:00,SA1,-19.51000
2026-09-01 12:05:00,TAS1,-15.01000
2026-09-01 12:05:00,VIC1,-44.23000
2026-09-01 12:10:00,NSW1,-9.33000
2026-09-01 12:10:00,QLD1,-4.09000
2026-09-01 12:10:00,SA1,-19.51000
2026-09-01 12:10:00,TAS1,-52.38379
2026-09-01 12:10:00,VIC1,-50.01000
2026-09-01 12:15:00,NSW1,-5.01000
2026-09-01 12:15:00,QLD1,0.00000
2026-09-01 12:15:00,SA1,-20.00000
2026-09-01 12:15:00,TAS1,-52.21801
2026-09-01 12:15:00,VIC1,-50.01000
2026-09-01 12:20:00,NSW1,-8.96000
2026-09-01 12:20:00,QLD1,-1.31000
2026-09-01 12:20:00,SA1,-21.44369
2026-09-01 12:20:00,TAS1,-21.17845
2026-09-01 12:20:00,VIC1,-20.00000
2026-09-01 12:25:00,NSW1,-10.50000
2026-09-01 12:25:00,QLD1,-3.00000
2026-09-01 12:25:00,SA1,-21.18247
2026-09-01 12:25:00,TAS1,-15.01000
2026-09-01 12:25:00,VIC1,-20.00000
2026-09-01 12:30:00,NSW1,-8.92000
2026-09-01 12:30:00,QLD1,-2.91000
2026-09-01 12:30:00,SA1,-36.55511
2026-09-01 12:30:00,TAS1,-9.98000
2026-09-01 12:30:00,VIC1,-34.89000
2026-09-01 12:35:00,NSW1,-9.33000
2026-09-01 12:35:00,QLD1,0.00000
2026-09-01 12:35:00,SA1,-37.51931
2026-09-01 12:35:00,TAS1,-15.01000
2026-09-01 12:35:00,VIC1,-36.12000
2026-09-01 12:40:00,NSW1,-10.50000
2026-09-01 12:40:00,QLD1,0.00050
2026-09-01 12:40:00,SA1,-21.04518
2026-09-01 12:40:00,TAS1,-21.10483
2026-09-01 12:40:00,VIC1,-20.00000
2026-09-01 12:45:00,NSW1,-18.50980
2026-09-01 12:45:00,QLD1,2.09000
2026-09-01 12:45:00,SA1,-47.27555
2026-09-01 12:45:00,TAS1,-46.67180
2026-09-01 12:45:00,VIC1,-44.23000
2026-09-01 12:50:00,NSW1,-18.51000
2026-09-01 12:50:00,QLD1,2.08000
2026-09-01 12:50:00,SA1,-20.00000
2026-09-01 12:50:00,TAS1,-36.83221
2026-09-01 12:50:00,VIC1,-34.89000
2026-09-01 12:55:00,NSW1,-8.50000
2026-09-01 12:55:00,QLD1,2.09000
2026-09-01 12:55:00,SA1,-19.51000
2026-09-01 12:55:00,TAS1,-46.09996
2026-09-01 12:55:00,VIC1,-44.23000
2026-09-01 13:00:00,NSW1,-18.51000
2026-09-01 13:00:00,QLD1,2.09000
2026-09-01 13:00:00,SA1,-19.51000
2026-09-01 13:00:00,TAS1,-20.50626
2026-09-01 13:00:00,VIC1,-19.99000
2026-09-01 13:05:00,NSW1,-10.49990
2026-09-01 13:05:00,QLD1,-2.91000
2026-09-01 13:05:00,SA1,-11.18921
2026-09-01 13:05:00,TAS1,-10.02611
2026-09-01 13:05:00,VIC1,-10.13731
2026-09-01 13:10:00,NSW1,-9.33000
2026-09-01 13:10:00,QLD1,2.09000
2026-09-01 13:10:00,SA1,-18.55000
2026-09-01 13:10:00,TAS1,-15.01000
2026-09-01 13:10:00,VIC1,-20.00000
2026-09-01 13:15:00,NSW1,-8.89000
2026-09-01 13:15:00,QLD1,2.08000
2026-09-01 13:15:00,SA1,-16.97000
2026-09-01 13:15:00,TAS1,-15.01000
2026-09-01 13:15:00,VIC1,-20.00000
2026-09-01 13:20:00,NSW1,0.00030
2026-09-01 13:20:00,QLD1,2.09000
2026-09-01 13:20:00,SA1,-16.97000
2026-09-01 13:20:00,TAS1,-40.75774
2026-09-01 13:20:00,VIC1,-39.06000
2026-09-01 13:25:00,NSW1,-8.50000
2026-09-01 13:25:00,QLD1,2.08000
2026-09-01 13:25:00,SA1,-15.46000
2026-09-01 13:25:00,TAS1,-15.01000
2026-09-01 13:25:00,VIC1,-14.17249
2026-09-01 13:30:00,NSW1,-10.50000
2026-09-01 13:30:00,QLD1,2.00000
2026-09-01 13:30:00,SA1,-18.55000
2026-09-01 13:30:00,TAS1,-20.98587
2026-09-01 13:30:00,VIC1,-20.00000
2026-09-01 13:35:00,NSW1,-2.00000
2026-09-01 13:35:00,QLD1,2.09000
2026-09-01 13:35:00,SA1,-18.55000
2026-09-01 13:35:00,TAS1,-15.01000
2026-09-01 13:35:00,VIC1,-19.99000
2026-09-01 13:40:00,NSW1,0.00030
2026-09-01 13:40:00,QLD1,2.09000
2026-09-01 13:40:00,SA1,-8.00000
2026-09-01 13:40:00,TAS1,-9.96000
2026-09-01 13:40:00,VIC1,-20.00000
2026-09-01 13:45:00,NSW1,-9.06000
2026-09-01 13:45:00,QLD1,2.09000
2026-09-01 13:45:00,SA1,-18.55000
2026-09-01 13:45:00,TAS1,-20.52253
2026-09-01 13:45:00,VIC1,-20.00000
2026-09-01 13:50:00,NSW1,1.20000
2026-09-01 13:50:00,QLD1,6.85000
2026-09-01 13:50:00,SA1,-8.00000
2026-09-01 13:50:00,TAS1,-6.80702
2026-09-01 13:50:00,VIC1,-6.55000
2026-09-01 13:55:00,NSW1,-6.34125
2026-09-01 13:55:00,QLD1,6.83000
2026-09-01 13:55:00,SA1,-10.33923
2026-09-01 13:55:00,TAS1,-6.91510
2026-09-01 13:55:00,VIC1,-6.55000
2026-09-01 14:00:00,NSW1,1.78557
2026-09-01 14:00:00,QLD1,2.08000
2026-09-01 14:00:00,SA1,-19.51000
2026-09-01 14:00:00,TAS1,-15.01000
2026-09-01 14:00:00,VIC1,-34.89000
2026-09-01 14:05:00,NSW1,5.89680
2026-09-01 14:05:00,QLD1,6.83000
2026-09-01 14:05:00,SA1,-10.41262
2026-09-01 14:05:00,TAS1,-6.84914
2026-09-01 14:05:00,VIC1,-6.55000
2026-09-01 14:10:00,NSW1,5.93407
2026-09-01 14:10:00,QLD1,6.83000
2026-09-01 14:10:00,SA1,-8.00000
2026-09-01 14:10:00,TAS1,-9.96000
2026-09-01 14:10:00,VIC1,-20.00000
2026-09-01 14:15:00,NSW1,0.77478
2026-09-01 14:15:00,QLD1,0.88000
2026-09-01 14:15:00,SA1,-8.00000
2026-09-01 14:15:00,TAS1,-15.01000
2026-09-01 14:15:00,VIC1,-20.00000
2026-09-01 14:20:00,NSW1,-5.01000
2026-09-01 14:20:00,QLD1,-3.00000
2026-09-01 14:20:00,SA1,-8.00000
2026-09-01 14:20:00,TAS1,-6.25325
2026-09-01 14:20:00,VIC1,-5.99992
2026-09-01 14:25:00,NSW1,6.32121
2026-09-01 14:25:00,QLD1,6.86000
2026-09-01 14:25:00,SA1,-10.96067
2026-09-01 14:25:00,TAS1,-9.96000
2026-09-01 14:25:00,VIC1,-9.46796
2026-09-01 14:30:00,NSW1,4.85360
2026-09-01 14:30:00,QLD1,5.30000
2026-09-01 14:30:00,SA1,-8.00000
2026-09-01 14:30:00,TAS1,-6.84659
2026-09-01 14:30:00,VIC1,-6.55000
2026-09-01 14:35:00,NSW1,-5.31804
2026-09-01 14:35:00,QLD1,-5.99995
2026-09-01 14:35:00,SA1,-8.00000
2026-09-01 14:35:00,TAS1,-6.84597
2026-09-01 14:35:00,VIC1,-6.55000
2026-09-01 14:40:00,NSW1,-5.01000
2026-09-01 14:40:00,QLD1,-5.58776
2026-09-01 14:40:00,SA1,-8.00000
2026-09-01 14:40:00,TAS1,-5.50925
2026-09-01 14:40:00,VIC1,-5.27096
2026-09-01 14:45:00,NSW1,-2.62116
2026-09-01 14:45:00,QLD1,-2.99990
2026-09-01 14:45:00,SA1,-8.00000
2026-09-01 14:45:00,TAS1,-4.76296
2026-09-01 14:45:00,VIC1,-4.52921
2026-09-01 14:50:00,NSW1,-6.03368
2026-09-01 14:50:00,QLD1,-6.46813
2026-09-01 14:50:00,SA1,-8.00000
2026-09-01 14:50:00,TAS1,-6.96747
2026-09-01 14:50:00,VIC1,-6.62677
2026-09-01 14:55:00,NSW1,-4.36604
2026-09-01 14:55:00,QLD1,-4.84008
2026-09-01 14:55:00,SA1,-8.00000
2026-09-01 14:55:00,TAS1,-4.91967
2026-09-01 14:55:00,VIC1,-4.68000
2026-09-01 15:00:00,NSW1,-2.72409
2026-09-01 15:00:00,QLD1,-2.99990
2026-09-01 15:00:00,SA1,-7.12000
2026-09-01 15:00:00,TAS1,-3.68465
2026-09-01 15:00:00,VIC1,-3.50610
2026-09-01 15:05:00,NSW1,-4.35539
2026-09-01 15:05:00,QLD1,-4.55284
2026-09-01 15:05:00,SA1,-7.15000
2026-09-01 15:05:00,TAS1,-4.19268
2026-09-01 15:05:00,VIC1,-4.68000
2026-09-01 15:10:00,NSW1,-4.10460
2026-09-01 15:10:00,QLD1,-4.18554
2026-09-01 15:10:00,SA1,-8.00000
2026-09-01 15:10:00,TAS1,0.04000
2026-09-01 15:10:00,VIC1,-4.68000
2026-09-01 15:15:00,NSW1,-4.13144
2026-09-01 15:15:00,QLD1,-4.26903
2026-09-01 15:15:00,SA1,-8.00000
2026-09-01 15:15:00,TAS1,0.07000
2026-09-01 15:15:00,VIC1,-4.68000
2026-09-01 15:20:00,NSW1,-4.16029
2026-09-01 15:20:00,QLD1,-4.41506
2026-09-01 15:20:00,SA1,-7.25000
2026-09-01 15:20:00,TAS1,0.04000
2026-09-01 15:20:00,VIC1,-4.42005
2026-09-01 15:25:00,NSW1,-4.32883
2026-09-01 15:25:00,QLD1,-4.53847
2026-09-01 15:25:00,SA1,-7.15000
2026-09-01 15:25:00,TAS1,-4.17872
2026-09-01 15:25:00,VIC1,-4.68000
2026-09-01 15:30:00,NSW1,0.00000
2026-09-01 15:30:00,QLD1,0.00000
2026-09-01 15:30:00,SA1,-6.50000
2026-09-01 15:30:00,TAS1,0.73000
2026-09-01 15:30:00,VIC1,0.00000
2026-09-01 15:35:00,NSW1,0.00886
2026-09-01 15:35:00,QLD1,0.00901
2026-09-01 15:35:00,SA1,-6.25000
2026-09-01 15:35:00,TAS1,0.01046
2026-09-01 15:35:00,VIC1,0.01000
2026-09-01 15:40:00,NSW1,0.00000
2026-09-01 15:40:00,QLD1,0.00000
2026-09-01 15:40:00,SA1,-6.51000
2026-09-01 15:40:00,TAS1,-0.55458
2026-09-01 15:40:00,VIC1,-0.53000
2026-09-01 15:45:00,NSW1,0.00911
2026-09-01 15:45:00,QLD1,0.00934
2026-09-01 15:45:00,SA1,-6.25000
2026-09-01 15:45:00,TAS1,0.01046
2026-09-01 15:45:00,VIC1,0.01000
2026-09-01 15:50:00,NSW1,13.04683
2026-09-01 15:50:00,QLD1,13.82603
2026-09-01 15:50:00,SA1,-6.25000
2026-09-01 15:50:00,TAS1,13.99809
2026-09-01 15:50:00,VIC1,13.42000
2026-09-01 15:55:00,NSW1,0.00933
2026-09-01 15:55:00,QLD1,0.00945
2026-09-01 15:55:00,SA1,-6.50000
2026-09-01 15:55:00,TAS1,0.01046
2026-09-01 15:55:00,VIC1,0.01000
2026-09-01 16:00:00,NSW1,22.18536
2026-09-01 16:00:00,QLD1,23.12420
2026-09-01 16:00:00,SA1,-6.51000
2026-09-01 16:00:00,TAS1,23.78484
2026-09-01 16:00:00,VIC1,22.67000
2026-09-01 16:05:00,NSW1,12.26895
2026-09-01 16:05:00,QLD1,12.96201
2026-09-01 16:05:00,SA1,-6.25000
2026-09-01 16:05:00,TAS1,13.51115
2026-09-01 16:05:00,VIC1,12.96000
2026-09-01 16:10:00,NSW1,15.51826
2026-09-01 16:10:00,QLD1,16.51238
2026-09-01 16:10:00,SA1,-6.51000
2026-09-01 16:10:00,TAS1,17.08000
2026-09-01 16:10:00,VIC1,16.38391
2026-09-01 16:15:00,NSW1,12.36462
2026-09-01 16:15:00,QLD1,13.07738
2026-09-01 16:15:00,SA1,-7.15000
2026-09-01 16:15:00,TAS1,17.08000
2026-09-01 16:15:00,VIC1,12.96000
2026-09-01 16:20:00,NSW1,47.53858
2026-09-01 16:20:00,QLD1,50.00000
2026-09-01 16:20:00,SA1,-7.15000
2026-09-01 16:20:00,TAS1,50.24000
2026-09-01 16:20:00,VIC1,48.19323
2026-09-01 16:25:00,NSW1,52.98029
2026-09-01 16:25:00,QLD1,54.75000
2026-09-01 16:25:00,SA1,-7.14000
2026-09-01 16:25:00,TAS1,50.24000
2026-09-01 16:25:00,VIC1,48.34926
2026-09-01 16:30:00,NSW1,44.61011
2026-09-01 16:30:00,QLD1,47.52500
2026-09-01 16:30:00,SA1,-7.01000
2026-09-01 16:30:00,TAS1,20.08884
2026-09-01 16:30:00,VIC1,19.45362
2026-09-01 16:35:00,NSW1,69.43240
2026-09-01 16:35:00,QLD1,74.00000
2026-09-01 16:35:00,SA1,-6.25000
2026-09-01 16:35:00,TAS1,32.51217
2026-09-01 16:35:00,VIC1,31.68903
2026-09-01 16:40:00,NSW1,69.99000
2026-09-01 16:40:00,QLD1,72.50004
2026-09-01 16:40:00,SA1,-6.25000
2026-09-01 16:40:00,TAS1,21.30046
2026-09-01 16:40:00,VIC1,13.07000
2026-09-01 16:45:00,NSW1,71.50853
2026-09-01 16:45:00,QLD1,74.00000
2026-09-01 16:45:00,SA1,-6.25000
2026-09-01 16:45:00,TAS1,32.73319
2026-09-01 16:45:00,VIC1,13.07000
2026-09-01 16:50:00,NSW1,72.79333
2026-09-01 16:50:00,QLD1,74.00000
2026-09-01 16:50:00,SA1,-4.21000
2026-09-01 16:50:00,TAS1,35.20871
2026-09-01 16:50:00,VIC1,10.50000
2026-09-01 16:55:00,NSW1,81.01000
2026-09-01 16:55:00,QLD1,79.28236
2026-09-01 16:55:00,SA1,-4.21000
2026-09-01 16:55:00,TAS1,38.58720
2026-09-01 16:55:00,VIC1,10.65006
2026-09-01 17:00:00,NSW1,92.49547
2026-09-01 17:00:00,QLD1,87.73000
2026-09-01 17:00:00,SA1,-6.25000
2026-09-01 17:00:00,TAS1,43.35210
2026-09-01 17:00:00,VIC1,10.64994
2026-09-01 17:05:00,NSW1,79.75694
2026-09-01 17:05:00,QLD1,78.73000
2026-09-01 17:05:00,SA1,-7.12000
2026-09-01 17:05:00,TAS1,39.57147
2026-09-01 17:05:00,VIC1,13.07000
2026-09-01 17:10:00,NSW1,81.01000
2026-09-01 17:10:00,QLD1,78.52000
2026-09-01 17:10:00,SA1,-7.13000
2026-09-01 17:10:00,TAS1,38.21541
2026-09-01 17:10:00,VIC1,10.64994
2026-09-01 17:15:00,NSW1,82.63667
2026-09-01 17:15:00,QLD1,78.54004
2026-09-01 17:15:00,SA1,-4.21000
2026-09-01 17:15:00,TAS1,38.97904
2026-09-01 17:15:00,VIC1,10.64994
2026-09-01 17:20:00,NSW1,81.00039
2026-09-01 17:20:00,QLD1,78.52000
2026-09-01 17:20:00,SA1,22.20000
2026-09-01 17:20:00,TAS1,34.35978
2026-09-01 17:20:00,VIC1,3.95004
2026-09-01 17:25:00,NSW1,81.50255
2026-09-01 17:25:00,QLD1,78.54002
2026-09-01 17:25:00,SA1,46.48067
2026-09-01 17:25:00,TAS1,37.56468
2026-09-01 17:25:00,VIC1,8.94000
2026-09-01 17:30:00,NSW1,84.21282
2026-09-01 17:30:00,QLD1,79.73000
2026-09-01 17:30:00,SA1,138.00000
2026-09-01 17:30:00,TAS1,39.66320
2026-09-01 17:30:00,VIC1,10.50028
2026-09-01 17:35:00,NSW1,83.99000
2026-09-01 17:35:00,QLD1,81.12874
2026-09-01 17:35:00,SA1,46.66010
2026-09-01 17:35:00,TAS1,17.12000
2026-09-01 17:35:00,VIC1,8.94000
2026-09-01 17:40:00,NSW1,83.10764
2026-09-01 17:40:00,QLD1,79.73000
2026-09-01 17:40:00,SA1,47.56484
2026-09-01 17:40:00,TAS1,19.86004
2026-09-01 17:40:00,VIC1,10.50000
2026-09-01 17:45:00,NSW1,84.12837
2026-09-01 17:45:00,QLD1,81.82000
2026-09-01 17:45:00,SA1,47.97476
2026-09-01 17:45:00,TAS1,38.90605
2026-09-01 17:45:00,VIC1,10.50000
2026-09-01 17:50:00,NSW1,84.09050
2026-09-01 17:50:00,QLD1,81.82000
2026-09-01 17:50:00,SA1,47.96496
2026-09-01 17:50:00,TAS1,38.98601
2026-09-01 17:50:00,VIC1,10.65000
2026-09-01 17:55:00,NSW1,86.88000
2026-09-01 17:55:00,QLD1,84.04107
2026-09-01 17:55:00,SA1,50.04062
2026-09-01 17:55:00,TAS1,40.20972
2026-09-01 17:55:00,VIC1,10.65000
2026-09-01 18:00:00,NSW1,86.17651
2026-09-01 18:00:00,QLD1,81.82000
2026-09-01 18:00:00,SA1,49.51629
2026-09-01 18:00:00,TAS1,39.86990
2026-09-01 18:00:00,VIC1,10.50000
2026-09-01 18:05:00,NSW1,90.00000
2026-09-01 18:05:00,QLD1,84.50000
2026-09-01 18:05:00,SA1,51.29315
2026-09-01 18:05:00,TAS1,30.02150
2026-09-01 18:05:00,VIC1,10.49974
2026-09-01 18:10:00,NSW1,83.40760
2026-09-01 18:10:00,QLD1,78.73000
2026-09-01 18:10:00,SA1,48.14892
2026-09-01 18:10:00,TAS1,38.66078
2026-09-01 18:10:00,VIC1,10.49974
2026-09-01 18:15:00,NSW1,87.75200
2026-09-01 18:15:00,QLD1,84.50000
2026-09-01 18:15:00,SA1,84.51000
2026-09-01 18:15:00,TAS1,40.36068
2026-09-01 18:15:00,VIC1,10.49974
2026-09-01 18:20:00,NSW1,88.35250
2026-09-01 18:20:00,QLD1,84.50000
2026-09-01 18:20:00,SA1,84.51000
2026-09-01 18:20:00,TAS1,40.72038
2026-09-01 18:20:00,VIC1,10.65000
2026-09-01 18:25:00,NSW1,83.78138
2026-09-01 18:25:00,QLD1,78.55000
2026-09-01 18:25:00,SA1,101.02000
2026-09-01 18:25:00,TAS1,53.19376
2026-09-01 18:25:00,VIC1,10.50000
2026-09-01 18:30:00,NSW1,84.67000
2026-09-01 18:30:00,QLD1,78.55000
2026-09-01 18:30:00,SA1,55.90000
2026-09-01 18:30:00,TAS1,50.10000
2026-09-01 18:30:00,VIC1,10.65000
2026-09-01 18:35:00,NSW1,83.99005
2026-09-01 18:35:00,QLD1,78.73000
2026-09-01 18:35:00,SA1,59.55000
2026-09-01 18:35:00,TAS1,39.50938
2026-09-01 18:35:00,VIC1,10.65000
2026-09-01 18:40:00,NSW1,83.99000
2026-09-01 18:40:00,QLD1,78.55000
2026-09-01 18:40:00,SA1,105.08000
2026-09-01 18:40:00,TAS1,39.37893
2026-09-01 18:40:00,VIC1,10.50026
2026-09-01 18:45:00,NSW1,84.26755
2026-09-01 18:45:00,QLD1,78.55000
2026-09-01 18:45:00,SA1,101.02000
2026-09-01 18:45:00,TAS1,38.71897
2026-09-01 18:45:00,VIC1,10.50052
2026-09-01 18:50:00,NSW1,83.99005
2026-09-01 18:50:00,QLD1,78.52000
2026-09-01 18:50:00,SA1,105.08000
2026-09-01 18:50:00,TAS1,38.61594
2026-09-01 18:50:00,VIC1,10.50000
2026-09-01 18:55:00,NSW1,83.20264
2026-09-01 18:55:00,QLD1,78.51000
2026-09-01 18:55:00,SA1,110.43000
2026-09-01 18:55:00,TAS1,41.04559
2026-09-01 18:55:00,VIC1,15.37973
2026-09-01 19:00:00,NSW1,82.25229
2026-09-01 19:00:00,QLD1,78.54000
2026-09-01 19:00:00,SA1,105.08000
2026-09-01 19:00:00,TAS1,39.31547
