"SETTLEMENTDATE","DUID","INITIALMW","TOTALCLEARED","AVAILABILITY"
2026-08-31 11:40:00,BW03,359.34387,360.00000,360.00000
2026-08-31 11:45:00,BW03,358.26962,360.00000,360.00000
2026-08-31 11:50:00,BW03,360.14954,360.00000,360.00000
2026-08-31 11:55:00,BW03,362.61539,360.00000,360.00000
2026-08-31 12:00:00,BW03,361.27261,360.00000,360.00000
2026-08-31 12:05:00,BW03,358.29404,360.00000,360.00000
2026-08-31 12:10:00,BW03,367.93774,360.00000,360.00000
2026-08-31 12:15:00,BW03,362.07828,360.00000,360.00000
2026-08-31 12:20:00,BW03,352.36133,360.00000,360.00000
2026-08-31 12:25:00,BW03,365.13010,360.00000,360.00000
2026-08-31 12:30:00,BW03,356.80475,360.00000,360.00000
2026-08-31 12:35:00,BW03,358.34286,360.00000,360.00000
2026-08-31 12:40:00,BW03,361.41910,360.00000,360.00000
2026-08-31 12:45:00,BW03,360.73547,360.00000,360.00000
2026-08-31 12:50:00,BW03,360.73547,360.00000,360.00000
2026-08-31 12:55:00,BW03,361.05289,360.00000,360.00000
2026-08-31 13:00:00,BW03,361.02847,360.00000,360.00000
2026-08-31 13:05:00,BW03,359.41711,360.00000,360.00000
2026-08-31 13:10:00,BW03,361.46793,360.00000,360.00000
2026-08-31 13:15:00,BW03,359.53918,360.00000,360.00000
2026-08-31 13:20:00,BW03,360.80872,360.00000,360.00000
2026-08-31 13:25:00,BW03,359.00208,360.00000,360.00000
2026-08-31 13:30:00,BW03,360.39368,360.00000,360.00000
2026-08-31 13:35:00,BW03,360.49133,360.00000,360.00000
2026-08-31 13:40:00,BW03,359.22180,360.00000,360.00000
2026-08-31 13:45:00,BW03,361.07730,360.00000,360.00000
2026-08-31 13:50:00,BW03,359.00208,360.00000,360.00000
2026-08-31 13:55:00,BW03,359.95422,360.00000,360.00000
2026-08-31 14:00:00,BW03,359.51477,360.00000,360.00000
2026-08-31 14:05:00,BW03,358.73349,360.00000,360.00000
2026-08-31 14:10:00,BW03,361.54117,360.00000,360.00000
2026-08-31 14:15:00,BW03,360.41809,360.00000,360.00000
2026-08-31 14:20:00,BW03,359.29504,360.00000,360.00000
2026-08-31 14:25:00,BW03,359.83215,360.00000,360.00000
2026-08-31 14:30:00,BW03,360.58899,360.00000,360.00000
2026-08-31 14:35:00,BW03,360.54016,360.00000,360.00000
2026-08-31 14:40:00,BW03,359.27063,360.00000,360.00000
2026-08-31 14:45:00,BW03,361.07730,360.00000,360.00000
2026-08-31 14:50:00,BW03,360.41809,360.00000,360.00000
2026-08-31 14:55:00,BW03,361.05289,360.00000,360.00000
2026-08-31 15:00:00,BW03,359.83215,360.00000,360.00000
2026-08-31 15:05:00,BW03,362.98160,360.00000,360.00000
2026-08-31 15:10:00,BW03,360.24719,360.00000,360.00000
2026-08-31 15:15:00,BW03,359.41711,360.00000,360.00000
2026-08-31 15:20:00,BW03,359.71008,360.00000,360.00000
2026-08-31 15:25:00,BW03,359.97864,360.00000,360.00000
2026-08-31 15:30:00,BW03,360.32043,360.00000,360.00000
2026-08-31 15:35:00,BW03,360.90637,360.00000,360.00000
2026-08-31 15:40:00,BW03,360.93079,360.00000,360.00000
2026-08-31 15:45:00,BW03,360.61340,360.00000,360.00000
2026-08-31 15:50:00,BW03,359.39270,360.00000,360.00000
2026-08-31 15:55:00,BW03,358.66025,360.00000,360.00000
2026-08-31 16:00:00,BW03,361.24820,360.00000,360.00000
2026-08-31 16:05:00,BW03,359.51477,360.00000,360.00000
2026-08-31 16:10:00,BW03,361.44351,360.00000,360.00000
2026-08-31 16:15:00,BW03,360.07629,360.00000,360.00000
2026-08-31 16:20:00,BW03,360.10071,360.00000,360.00000
2026-08-31 16:25:00,BW03,358.12314,360.00000,360.00000
2026-08-31 16:30:00,BW03,361.22379,360.00000,360.00000
2026-08-31 16:35:00,BW03,361.05289,360.00000,360.00000
2026-08-31 16:40:00,BW03,359.61243,360.00000,360.00000
2026-08-31 16:45:00,BW03,360.07629,360.00000,360.00000
2026-08-31 16:50:00,BW03,359.46594,360.00000,360.00000
2026-08-31 16:55:00,BW03,359.58801,360.00000,360.00000
2026-08-31 17:00:00,BW03,361.27261,360.00000,360.00000
2026-08-31 17:05:00,BW03,359.31946,360.00000,360.00000
2026-08-31 17:10:00,BW03,360.36926,360.00000,360.00000
2026-08-31 17:15:00,BW03,359.88098,360.00000,360.00000
2026-08-31 17:20:00,BW03,358.61142,360.00000,360.00000
2026-08-31 17:25:00,BW03,359.92981,360.00000,360.00000
2026-08-31 17:30:00,BW03,360.71106,360.00000,360.00000
2026-08-31 17:35:00,BW03,359.92981,360.00000,360.00000
2026-08-31 17:40:00,BW03,360.07629,360.00000,360.00000
2026-08-31 17:45:00,BW03,361.22379,360.00000,360.00000
2026-08-31 17:50:00,BW03,360.02747,360.00000,360.00000
2026-08-31 17:55:00,BW03,359.85657,360.00000,360.00000
2026-08-31 18:00:00,BW03,360.73547,360.00000,360.00000
2026-08-31 18:05:00,BW03,359.53918,360.00000,360.00000
2026-08-31 18:10:00,BW03,359.85657,360.00000,360.00000
2026-08-31 18:15:00,BW03,360.36926,360.00000,360.00000
2026-08-31 18:20:00,BW03,359.97864,360.00000,360.00000
2026-08-31 18:25:00,BW03,358.90439,360.00000,360.00000
2026-08-31 18:30:00,BW03,359.97864,360.00000,360.00000
2026-08-31 18:35:00,BW03,358.53818,360.00000,360.00000
2026-08-31 18:40:00,BW03,360.17395,360.00000,360.00000
2026-08-31 18:45:00,BW03,360.54016,360.00000,360.00000
2026-08-31 18:50:00,BW03,360.63782,360.00000,360.00000
2026-08-31 18:55:00,BW03,359.22180,360.00000,360.00000
2026-08-31 19:00:00,BW03,358.92880,360.00000,360.00000
2026-08-31 19:05:00,BW03,359.41711,360.00000,360.00000
2026-08-31 19:10:00,BW03,359.90540,360.00000,360.00000
2026-08-31 19:15:00,BW03,359.05090,360.00000,360.00000
2026-08-31 19:20:00,BW03,360.51575,360.00000,360.00000
2026-08-31 19:25:00,BW03,360.63782,360.00000,360.00000
2026-08-31 19:30:00,BW03,360.32043,360.00000,360.00000
2026-08-31 19:35:00,BW03,359.68567,360.00000,360.00000
2026-08-31 19:40:00,BW03,361.19937,360.00000,360.00000
2026-08-31 19:45:00,BW03,360.58899,360.00000,360.00000
2026-08-31 19:50:00,BW03,361.00406,360.00000,360.00000
2026-08-31 19:55:00,BW03,358.04990,360.00000,360.00000
2026-08-31 20:00:00,BW03,359.24622,360.00000,360.00000
2026-08-31 20:05:00,BW03,359.95422,360.00000,360.00000
2026-08-31 20:10:00,BW03,358.53818,360.00000,360.00000
2026-08-31 20:15:00,BW03,359.39270,360.00000,360.00000
2026-08-31 20:20:00,BW03,360.61340,360.00000,360.00000
2026-08-31 20:25:00,BW03,361.90738,360.00000,360.00000
2026-08-31 20:30:00,BW03,360.32043,360.00000,360.00000
2026-08-31 20:35:00,BW03,359.41711,360.00000,360.00000
2026-08-31 20:40:00,BW03,359.61243,360.00000,360.00000
2026-08-31 20:45:00,BW03,359.66125,360.00000,360.00000
2026-08-31 20:50:00,BW03,359.12415,360.00000,360.00000
2026-08-31 20:55:00,BW03,359.58801,360.00000,360.00000
2026-08-31 21:00:00,BW03,358.53818,360.00000,360.00000
2026-08-31 21:05:00,BW03,360.58899,360.00000,360.00000
2026-08-31 21:10:00,BW03,357.97665,360.00000,360.00000
2026-08-31 21:15:00,BW03,359.29504,360.00000,360.00000
2026-08-31 21:20:00,BW03,360.00305,360.00000,360.00000
2026-08-31 21:25:00,BW03,358.46494,360.00000,360.00000
2026-08-31 21:30:00,BW03,361.00406,360.00000,360.00000
2026-08-31 21:35:00,BW03,361.00406,360.00000,360.00000
2026-08-31 21:40:00,BW03,357.85458,360.00000,360.00000
2026-08-31 21:45:00,BW03,359.46594,360.00000,360.00000
2026-08-31 21:50:00,BW03,359.71008,360.00000,360.00000
2026-08-31 21:55:00,BW03,359.09973,360.00000,360.00000
2026-08-31 22:00:00,BW03,360.75989,360.00000,360.00000
2026-08-31 22:05:00,BW03,359.75891,360.00000,360.00000
2026-08-31 22:10:00,BW03,360.49133,360.00000,360.00000
2026-08-31 22:15:00,BW03,361.63882,360.00000,360.00000
2026-08-31 22:20:00,BW03,360.61340,360.00000,360.00000
2026-08-31 22:25:00,BW03,358.19638,360.00000,360.00000
2026-08-31 22:30:00,BW03,361.22379,360.00000,360.00000
2026-08-31 22:35:00,BW03,359.49036,360.00000,360.00000
2026-08-31 22:40:00,BW03,360.02747,360.00000,360.00000
2026-08-31 22:45:00,BW03,359.19739,360.00000,360.00000
2026-08-31 22:50:00,BW03,359.78333,360.00000,360.00000
2026-08-31 22:55:00,BW03,360.27161,360.00000,360.00000
2026-08-31 23:00:00,BW03,358.24521,360.00000,360.00000
2026-08-31 23:05:00,BW03,360.24719,360.00000,360.00000
2026-08-31 23:10:00,BW03,357.24423,360.00000,360.00000
2026-08-31 23:15:00,BW03,360.46692,360.00000,360.00000
2026-08-31 23:20:00,BW03,358.87997,360.00000,360.00000
2026-08-31 23:25:00,BW03,361.05289,360.00000,360.00000
2026-08-31 23:30:00,BW03,360.27161,360.00000,360.00000
2026-08-31 23:35:00,BW03,359.05090,360.00000,360.00000
2026-08-31 23:40:00,BW03,359.83215,360.00000,360.00000
2026-08-31 23:45:00,BW03,360.19836,360.00000,360.00000
2026-08-31 23:50:00,BW03,359.29504,360.00000,360.00000
2026-08-31 23:55:00,BW03,358.95322,360.00000,360.00000
2026-09-01 00:00:00,BW03,360.73547,360.00000,360.00000
2026-09-01 00:05:00,BW03,358.07431,360.00000,360.00000
2026-09-01 00:10:00,BW03,359.29504,360.00000,360.00000
2026-09-01 00:15:00,BW03,359.83215,360.00000,360.00000
2026-09-01 00:20:00,BW03,358.75790,360.00000,360.00000
2026-09-01 00:25:00,BW03,361.07730,360.00000,360.00000
2026-09-01 00:30:00,BW03,359.88098,360.00000,360.00000
2026-09-01 00:35:00,BW03,360.97961,360.00000,360.00000
2026-09-01 00:40:00,BW03,359.05090,360.00000,360.00000
2026-09-01 00:45:00,BW03,358.95322,360.00000,360.00000
2026-09-01 00:50:00,BW03,358.44052,360.00000,360.00000
2026-09-01 00:55:00,BW03,361.71207,360.00000,360.00000
2026-09-01 01:00:00,BW03,358.83115,360.00000,360.00000
2026-09-01 01:05:00,BW03,358.04990,360.00000,360.00000
2026-09-01 01:10:00,BW03,360.02747,360.00000,360.00000
2026-09-01 01:15:00,BW03,360.61340,360.00000,360.00000
2026-09-01 01:20:00,BW03,361.44351,360.00000,360.00000
2026-09-01 01:25:00,BW03,360.27161,360.00000,360.00000
2026-09-01 01:30:00,BW03,360.51575,360.00000,360.00000
2026-09-01 01:35:00,BW03,360.93079,360.00000,360.00000
2026-09-01 01:40:00,BW03,359.27063,360.00000,360.00000
2026-09-01 01:45:00,BW03,359.24622,360.00000,360.00000
2026-09-01 01:50:00,BW03,361.07730,360.00000,360.00000
2026-09-01 01:55:00,BW03,359.12415,360.00000,360.00000
2026-09-01 02:00:00,BW03,360.32043,360.00000,360.00000
2026-09-01 02:05:00,BW03,359.39270,360.00000,360.00000
2026-09-01 02:10:00,BW03,359.75891,360.00000,360.00000
2026-09-01 02:15:00,BW03,359.71008,360.00000,360.00000
2026-09-01 02:20:00,BW03,359.78333,360.00000,360.00000
2026-09-01 02:25:00,BW03,359.95422,360.00000,360.00000
2026-09-01 02:30:00,BW03,360.95520,360.00000,360.00000
2026-09-01 02:35:00,BW03,360.05188,360.00000,360.00000
2026-09-01 02:40:00,BW03,358.14755,360.00000,360.00000
2026-09-01 02:45:00,BW03,360.27161,360.00000,360.00000
2026-09-01 02:50:00,BW03,358.97763,360.00000,360.00000
2026-09-01 02:55:00,BW03,360.34485,360.00000,360.00000
2026-09-01 03:00:00,BW03,359.29504,360.00000,360.00000
2026-09-01 03:05:00,BW03,361.05289,360.00000,360.00000
2026-09-01 03:10:00,BW03,359.44153,360.00000,360.00000
2026-09-01 03:15:00,BW03,361.76089,360.00000,360.00000
2026-09-01 03:20:00,BW03,358.41611,360.00000,360.00000
2026-09-01 03:25:00,BW03,360.54016,360.00000,360.00000
2026-09-01 03:30:00,BW03,359.68567,360.00000,360.00000
2026-09-01 03:35:00,BW03,362.10269,360.00000,360.00000
2026-09-01 03:40:00,BW03,358.85556,360.00000,360.00000
2026-09-01 03:45:00,BW03,359.80774,360.00000,360.00000
2026-09-01 03:50:00,BW03,358.92880,360.00000,360.00000
2026-09-01 03:55:00,BW03,360.78430,360.00000,360.00000
2026-09-01 04:00:00,BW03,361.46793,360.00000,360.00000
2026-09-01 04:05:00,BW03,359.61243,360.00000,360.00000
2026-09-01 04:10:00,BW03,361.24820,360.00000,360.00000
2026-09-01 04:15:00,BW03,359.09973,360.00000,360.00000
2026-09-01 04:20:00,BW03,358.80673,360.00000,360.00000
2026-09-01 04:25:00,BW03,359.61243,360.00000,360.00000
2026-09-01 04:30:00,BW03,357.87900,360.00000,360.00000
2026-09-01 04:35:00,BW03,358.87997,360.00000,360.00000
2026-09-01 04:40:00,BW03,359.85657,360.00000,360.00000
2026-09-01 04:45:00,BW03,359.85657,360.00000,360.00000
2026-09-01 04:50:00,BW03,362.59097,360.00000,360.00000
2026-09-01 04:55:00,BW03,359.53918,360.00000,360.00000
2026-09-01 05:00:00,BW03,360.24719,360.00000,360.00000
2026-09-01 05:05:00,BW03,359.34387,360.00000,360.00000
2026-09-01 05:10:00,BW03,359.90540,360.00000,360.00000
2026-09-01 05:15:00,BW03,358.61142,360.00000,360.00000
2026-09-01 05:20:00,BW03,358.75790,360.00000,360.00000
2026-09-01 05:25:00,BW03,360.22278,360.00000,360.00000
2026-09-01 05:30:00,BW03,359.92981,360.00000,360.00000
2026-09-01 05:35:00,BW03,360.14954,360.00000,360.00000
2026-09-01 05:40:00,BW03,359.17297,360.00000,360.00000
2026-09-01 05:45:00,BW03,359.75891,360.00000,360.00000
2026-09-01 05:50:00,BW03,360.75989,360.00000,360.00000
2026-09-01 05:55:00,BW03,361.68765,360.00000,360.00000
2026-09-01 06:00:00,BW03,358.02548,360.00000,360.00000
2026-09-01 06:05:00,BW03,358.83115,360.00000,360.00000
2026-09-01 06:10:00,BW03,360.00305,360.00000,360.00000
2026-09-01 06:15:00,BW03,358.87997,360.00000,360.00000
2026-09-01 06:20:00,BW03,360.36926,360.00000,360.00000
2026-09-01 06:25:00,BW03,358.75790,360.00000,360.00000
2026-09-01 06:30:00,BW03,359.90540,360.00000,360.00000
2026-09-01 06:35:00,BW03,359.14856,360.00000,360.00000
2026-09-01 06:40:00,BW03,361.56558,360.00000,360.00000
2026-09-01 06:45:00,BW03,359.19739,360.00000,360.00000
2026-09-01 06:50:00,BW03,360.85754,360.00000,360.00000
2026-09-01 06:55:00,BW03,357.83017,360.00000,360.00000
2026-09-01 07:00:00,BW03,360.85754,360.00000,360.00000
2026-09-01 07:05:00,BW03,359.49036,360.00000,360.00000
2026-09-01 07:10:00,BW03,361.41910,360.00000,360.00000
2026-09-01 07:15:00,BW03,360.05188,360.00000,360.00000
2026-09-01 07:20:00,BW03,359.51477,360.00000,360.00000
2026-09-01 07:25:00,BW03,359.17297,360.00000,360.00000
2026-09-01 07:30:00,BW03,360.36926,360.00000,360.00000
2026-09-01 07:35:00,BW03,360.02747,360.00000,360.00000
2026-09-01 07:40:00,BW03,361.41910,360.00000,360.00000
2026-09-01 07:45:00,BW03,359.80774,360.00000,360.00000
2026-09-01 07:50:00,BW03,359.58801,360.00000,360.00000
2026-09-01 07:55:00,BW03,359.78333,360.00000,360.00000
2026-09-01 08:00:00,BW03,359.14856,360.00000,360.00000
2026-09-01 08:05:00,BW03,359.44153,360.00000,360.00000
2026-09-01 08:10:00,BW03,361.66324,360.00000,360.00000
2026-09-01 08:15:00,BW03,361.73648,360.00000,360.00000
2026-09-01 08:20:00,BW03,360.73547,360.00000,360.00000
2026-09-01 08:25:00,BW03,361.17496,360.00000,360.00000
2026-09-01 08:30:00,BW03,359.24622,360.00000,360.00000
2026-09-01 08:35:00,BW03,360.34485,360.00000,360.00000
2026-09-01 08:40:00,BW03,359.12415,360.00000,360.00000
2026-09-01 08:45:00,BW03,361.02847,360.00000,360.00000
2026-09-01 08:50:00,BW03,359.36829,360.00000,360.00000
2026-09-01 08:55:00,BW03,361.10172,360.00000,360.00000
2026-09-01 09:00:00,BW03,362.22476,360.00000,360.00000
2026-09-01 09:05:00,BW03,362.54214,360.00000,360.00000
2026-09-01 09:10:00,BW03,359.73450,360.00000,360.00000
2026-09-01 09:15:00,BW03,358.58701,360.00000,360.00000
2026-09-01 09:20:00,BW03,359.61243,360.00000,360.00000
2026-09-01 09:25:00,BW03,359.49036,360.00000,360.00000
2026-09-01 09:30:00,BW03,359.63684,360.00000,360.00000
2026-09-01 09:35:00,BW03,359.61243,360.00000,360.00000
2026-09-01 09:40:00,BW03,358.51376,360.00000,360.00000
2026-09-01 09:45:00,BW03,360.41809,360.00000,360.00000
2026-09-01 09:50:00,BW03,359.46594,360.00000,360.00000
2026-09-01 09:55:00,BW03,359.39270,360.00000,360.00000
2026-09-01 10:00:00,BW03,359.61243,360.00000,360.00000
2026-09-01 10:05:00,BW03,359.78333,360.00000,360.00000
2026-09-01 10:10:00,BW03,358.95322,360.00000,360.00000
2026-09-01 10:15:00,BW03,361.41910,360.00000,360.00000
2026-09-01 10:20:00,BW03,358.46494,360.00000,360.00000
2026-09-01 10:25:00,BW03,359.39270,360.00000,360.00000
2026-09-01 10:30:00,BW03,358.58701,360.00000,360.00000
2026-09-01 10:35:00,BW03,359.51477,360.00000,360.00000
2026-09-01 10:40:00,BW03,361.22379,360.00000,360.00000
2026-09-01 10:45:00,BW03,360.56458,360.00000,360.00000
2026-09-01 10:50:00,BW03,359.56360,360.00000,360.00000
2026-09-01 10:55:00,BW03,360.54016,360.00000,360.00000
2026-09-01 11:00:00,BW03,359.75891,360.00000,360.00000
2026-09-01 11:05:00,BW03,359.71008,360.00000,360.00000
2026-09-01 11:10:00,BW03,360.07629,360.00000,360.00000
2026-09-01 11:15:00,BW03,357.34189,360.00000,360.00000
2026-09-01 11:20:00,BW03,360.58899,360.00000,360.00000
2026-09-01 11:25:00,BW03,359.44153,360.00000,360.00000
2026-09-01 11:30:00,BW03,359.27063,360.00000,360.00000
2026-09-01 11:35:00,BW03,358.14755,360.00000,360.00000
2026-09-01 11:40:00,BW03,359.92981,360.00000,360.00000
2026-09-01 11:45:00,BW03,359.44153,360.00000,360.00000
2026-09-01 11:50:00,BW03,360.71106,360.00000,360.00000
2026-09-01 11:55:00,BW03,358.36728,360.00000,360.00000
2026-09-01 12:00:00,BW03,361.71207,360.00000,360.00000
2026-09-01 12:05:00,BW03,361.00406,360.00000,360.00000
2026-09-01 12:10:00,BW03,359.80774,360.00000,360.00000
2026-09-01 12:15:00,BW03,359.71008,360.00000,360.00000
2026-09-01 12:20:00,BW03,360.58899,360.00000,360.00000
2026-09-01 12:25:00,BW03,361.00406,360.00000,360.00000
2026-09-01 12:30:00,BW03,357.53720,360.00000,360.00000
2026-09-01 12:35:00,BW03,359.97864,360.00000,360.00000
2026-09-01 12:40:00,BW03,359.51477,360.00000,360.00000
2026-09-01 12:45:00,BW03,359.22180,360.00000,360.00000
2026-09-01 12:50:00,BW03,359.00208,360.00000,360.00000
2026-09-01 12:55:00,BW03,358.48935,360.00000,360.00000
2026-09-01 13:00:00,BW03,358.46494,360.00000,360.00000
2026-09-01 13:05:00,BW03,358.68466,360.00000,360.00000
2026-09-01 13:10:00,BW03,359.56360,360.00000,360.00000
2026-09-01 13:15:00,BW03,361.71207,360.00000,360.00000
2026-09-01 13:20:00,BW03,360.61340,360.00000,360.00000
2026-09-01 13:25:00,BW03,359.19739,360.00000,360.00000
2026-09-01 13:30:00,BW03,360.24719,360.00000,360.00000
2026-09-01 13:35:00,BW03,360.49133,360.00000,360.00000
2026-09-01 13:40:00,BW03,362.29800,360.00000,360.00000
2026-09-01 13:45:00,BW03,359.34387,360.00000,360.00000
2026-09-01 13:50:00,BW03,358.83115,360.00000,360.00000
2026-09-01 13:55:00,BW03,360.02747,360.00000,360.00000
2026-09-01 14:00:00,BW03,361.68765,360.00000,360.00000
2026-09-01 14:05:00,BW03,357.70810,360.00000,360.00000
2026-09-01 14:10:00,BW03,359.49036,360.00000,360.00000
2026-09-01 14:15:00,BW03,358.14755,360.00000,360.00000
2026-09-01 14:20:00,BW03,357.51279,360.00000,360.00000
2026-09-01 14:25:00,BW03,361.05289,360.00000,360.00000
2026-09-01 14:30:00,BW03,360.32043,360.00000,360.00000
2026-09-01 14:35:00,BW03,361.12613,360.00000,360.00000
2026-09-01 14:40:00,BW03,360.14954,360.00000,360.00000
2026-09-01 14:45:00,BW03,360.51575,360.00000,360.00000
2026-09-01 14:50:00,BW03,360.68665,360.00000,360.00000
2026-09-01 14:55:00,BW03,359.71008,360.00000,360.00000
2026-09-01 15:00:00,BW03,360.32043,360.00000,360.00000
2026-09-01 15:05:00,BW03,360.19836,360.00000,360.00000
2026-09-01 15:10:00,BW03,361.41910,360.00000,360.00000
2026-09-01 15:15:00,BW03,358.95322,360.00000,360.00000
2026-09-01 15:20:00,BW03,359.29504,360.00000,360.00000
2026-09-01 15:25:00,BW03,360.02747,360.00000,360.00000
2026-09-01 15:30:00,BW03,359.75891,360.00000,360.00000
2026-09-01 15:35:00,BW03,360.07629,360.00000,360.00000
2026-09-01 15:40:00,BW03,361.90738,360.00000,360.00000
2026-09-01 15:45:00,BW03,359.95422,360.00000,360.00000
2026-09-01 15:50:00,BW03,359.90540,360.00000,360.00000
2026-09-01 15:55:00,BW03,359.29504,360.00000,360.00000
2026-09-01 16:00:00,BW03,360.00305,360.00000,360.00000
2026-09-01 16:05:00,BW03,359.63684,360.00000,360.00000
2026-09-01 16:10:00,BW03,360.10071,360.00000,360.00000
2026-09-01 16:15:00,BW03,361.10172,360.00000,360.00000
2026-09-01 16:20:00,BW03,360.32043,360.00000,360.00000
2026-09-01 16:25:00,BW03,358.61142,360.00000,360.00000
2026-09-01 16:30:00,BW03,360.02747,360.00000,360.00000
2026-09-01 16:35:00,BW03,359.56360,360.00000,360.00000
2026-09-01 16:40:00,BW03,360.27161,360.00000,360.00000
2026-09-01 16:45:00,BW03,357.14658,360.00000,360.00000
2026-09-01 16:50:00,BW03,360.61340,360.00000,360.00000
2026-09-01 16:55:00,BW03,362.17593,360.00000,360.00000
2026-09-01 17:00:00,BW03,358.51376,360.00000,360.00000
2026-09-01 17:05:00,BW03,359.49036,360.00000,360.00000
2026-09-01 17:10:00,BW03,359.22180,360.00000,360.00000
2026-09-01 17:15:00,BW03,359.95422,360.00000,360.00000
2026-09-01 17:20:00,BW03,359.71008,360.00000,360.00000
2026-09-01 17:25:00,BW03,362.27359,360.00000,360.00000
2026-09-01 17:30:00,BW03,359.34387,360.00000,360.00000
2026-09-01 17:35:00,BW03,359.66125,360.00000,360.00000
2026-09-01 17:40:00,BW03,360.75989,360.00000,360.00000
2026-09-01 17:45:00,BW03,360.24719,360.00000,360.00000
2026-09-01 17:50:00,BW03,359.95422,360.00000,360.00000
2026-09-01 17:55:00,BW03,361.12613,360.00000,360.00000
2026-09-01 18:00:00,BW03,358.56259,360.00000,360.00000
2026-09-01 18:05:00,BW03,359.71008,360.00000,360.00000
2026-09-01 18:10:00,BW03,359.24622,360.00000,360.00000
2026-09-01 18:15:00,BW03,359.27063,360.00000,360.00000
2026-09-01 18:20:00,BW03,360.29602,360.00000,360.00000
2026-09-01 18:25:00,BW03,358.87997,360.00000,360.00000
2026-09-01 18:30:00,BW03,360.85754,360.00000,360.00000
2026-09-01 18:35:00,BW03,359.56360,360.00000,360.00000
2026-09-01 18:40:00,BW03,360.63782,360.00000,360.00000
2026-09-01 18:45:00,BW03,359.39270,360.00000,360.00000
2026-09-01 18:50:00,BW03,360.07629,360.00000,360.00000
2026-09-01 18:55:00,BW03,360.93079,360.00000,360.00000
2026-09-01 19:00:00,BW03,359.83215,360.00000,360.00000
2026-09-01 19:05:00,BW03,360.46692,360.00000,360.00000
2026-09-01 19:10:00,BW03,360.49133,360.00000,360.00000
2026-09-01 19:15:00,BW03,358.97763,360.00000,360.00000
2026-09-01 19:20:00,BW03,358.61142,360.00000,360.00000
2026-09-01 19:25:00,BW03,361.22379,360.00000,360.00000
2026-09-01 19:30:00,BW03,359.61243,360.00000,360.00000
2026-09-01 19:35:00,BW03,359.09973,360.00000,360.00000
2026-09-01 19:40:00,BW03,359.97864,360.00000,360.00000
2026-09-01 19:45:00,BW03,361.59000,360.00000,360.00000
2026-09-01 19:50:00,BW03,359.61243,360.00000,360.00000
2026-09-01 19:55:00,BW03,360.75989,360.00000,360.00000
2026-09-01 20:00:00,BW03,361.10172,360.00000,360.00000
2026-09-01 20:05:00,BW03,359.92981,360.00000,360.00000
2026-09-01 20:10:00,BW03,360.02747,360.00000,360.00000
2026-09-01 20:15:00,BW03,359.46594,360.00000,360.00000
2026-09-01 20:20:00,BW03,359.58801,360.00000,360.00000
2026-09-01 20:25:00,BW03,359.29504,360.00000,360.00000
2026-09-01 20:30:00,BW03,358.97763,360.00000,360.00000
2026-09-01 20:35:00,BW03,360.44250,360.00000,360.00000
2026-09-01 20:40:00,BW03,360.71106,360.00000,360.00000
2026-09-01 20:45:00,BW03,358.95322,360.00000,360.00000
2026-09-01 20:50:00,BW03,360.27161,360.00000,360.00000
2026-09-01 20:55:00,BW03,360.61340,360.00000,360.00000
2026-09-01 21:00:00,BW03,359.36829,360.00000,360.00000
2026-09-01 21:05:00,BW03,357.53720,360.00000,360.00000
2026-09-01 21:10:00,BW03,360.36926,360.00000,360.00000
2026-09-01 21:15:00,BW03,361.00406,360.00000,360.00000
2026-09-01 21:20:00,BW03,358.97763,360.00000,360.00000
2026-09-01 21:25:00,BW03,359.61243,360.00000,360.00000
2026-09-01 21:30:00,BW03,360.66223,360.00000,360.00000
2026-09-01 21:35:00,BW03,358.73349,360.00000,360.00000
2026-09-01 21:40:00,BW03,359.71008,360.00000,360.00000
2026-09-01 21:45:00,BW03,361.24820,360.00000,360.00000
2026-09-01 21:50:00,BW03,358.97763,360.00000,360.00000
2026-09-01 21:55:00,BW03,359.49036,360.00000,360.00000
2026-09-01 22:00:00,BW03,358.51376,360.00000,360.00000
2026-09-01 22:05:00,BW03,359.83215,360.00000,360.00000
2026-09-01 22:10:00,BW03,361.22379,360.00000,360.00000
2026-09-01 22:15:00,BW03,359.07532,360.00000,360.00000
2026-09-01 22:20:00,BW03,359.75891,360.00000,360.00000
2026-09-01 22:25:00,BW03,359.73450,360.00000,360.00000
2026-09-01 22:30:00,BW03,360.88196,360.00000,360.00000
2026-09-01 22:35:00,BW03,358.70908,360.00000,360.00000
2026-09-01 22:40:00,BW03,358.66025,360.00000,360.00000
2026-09-01 22:45:00,BW03,360.07629,360.00000,360.00000
2026-09-01 22:50:00,BW03,360.07629,360.00000,360.00000
2026-09-01 22:55:00,BW03,360.90637,360.00000,360.00000
2026-09-01 23:00:00,BW03,359.71008,360.00000,360.00000
2026-09-01 23:05:00,BW03,359.53918,360.00000,360.00000
2026-09-01 23:10:00,BW03,357.85458,360.00000,360.00000
2026-09-01 23:15:00,BW03,357.92783,360.00000,360.00000
2026-09-01 23:20:00,BW03,361.02847,360.00000,360.00000
2026-09-01 23:25:00,BW03,359.19739,360.00000,360.00000
2026-09-01 23:30:00,BW03,360.39368,360.00000,360.00000
2026-09-01 23:35:00,BW03,359.00208,360.00000,360.00000
2026-09-01 23:40:00,BW03,360.58899,360.00000,360.00000
2026-09-01 23:45:00,BW03,359.88098,360.00000,360.00000
2026-09-01 23:50:00,BW03,357.36630,360.00000,360.00000
2026-09-01 23:55:00,BW03,360.51575,360.00000,360.00000
